,RNN,garch,random forest
0,0.8152998232548507,0.9624690034235315,0.9191915275446998
1,0.956116473299001,0.9752016124485163,0.8962427310469876
2,0.9048527796358499,0.9841244245445375,0.9356662537453061
3,0.8903454219241008,0.9334660861743962,0.9062527814760141
4,0.7397343646468533,0.9809731990395465,0.8830595588373725
5,0.8774329460969676,0.982468499286703,0.9288977027242376
6,0.7834603924975542,0.9762733061522424,0.6788353968211696
7,0.9088042565484757,0.9702568216621688,0.9261705860784222
8,0.8463446664189432,0.9612875491051964,0.845484055198676
9,0.9064900302271666,0.9674332805681626,0.9235655513423694
10,0.7458553390306834,0.975666520117708,0.8444490511436727
11,0.9343915345761288,0.9674607666965115,0.9517745661543107
12,0.8507916593229253,0.9695305328792707,0.8866755743508136
13,0.8663197828155571,0.9614225952657942,0.8813532303840338
14,0.8766593680731731,0.9705084906121673,0.8931295251430351
15,0.8765373333959052,0.9751290651961982,0.9394384132961922
16,0.7592259280163275,0.9702791942261206,0.8627792016966307
17,0.9491011684324904,0.984512513833967,0.9819287132536235
18,0.8629947656864926,0.9825031482764732,0.9465172365897431
19,0.8864858812046169,0.97352218416348,0.9346459358214828
20,0.8876830833379947,0.9774920070699352,0.9411101789193275
21,0.5963668744878612,0.9862779415696207,0.7117481168955783
22,0.8439181089377008,0.9754658796918712,0.9065343992362314
23,0.8857603645611711,0.9355838648669452,0.9134716827093674
24,0.9063625684607712,0.9801081401361817,0.9492796423357353
25,0.7349680867254419,0.9693128435367816,0.8373817079489787
26,0.9093485591133026,0.9810061224738401,0.9413203124416953
27,0.8957632072527141,0.9749581053808933,0.9317734608047645
28,0.9539890734942807,0.9844951014271623,0.9701457167547182
29,0.9378759682755494,0.9825056496676171,0.9622501117482933
30,0.8677041247110767,0.9829925728041071,0.9571919152699574
31,0.9100597360003807,0.983425490564932,0.9250817819215792
32,0.7408119980965817,0.9603027824434021,0.8668919531350643
33,0.8114706690830507,0.9736252236011292,0.9120254777045791
34,0.8524948698442991,0.950993663019374,0.8464971640909094
35,0.8546725328272051,0.9713563147634982,0.883459951068801
36,0.8737927118337923,0.9821312772934986,0.9015942017871199
37,0.8873431750249583,0.9647954455996903,0.922022666163973
38,0.8167617071331668,0.9742900681223186,0.8793600339353463
39,0.8801141439991363,0.9864612086636877,0.9186382485214558
40,0.9220980132523104,0.9816448591330822,0.946918431445857
41,0.9420526367157557,0.9781472753019201,0.9491040516730399
42,0.2757451995885304,0.9135349403301467,0.7903577517657053
43,0.8132791319119255,0.975562532738538,0.9088052009157465
44,0.8269195671812405,0.9507934159350229,0.9160202336069315
45,0.8638883289098017,0.9721533842984237,0.8957742169107771
46,0.8900847263915879,0.979833035749989,0.9141806831004473
47,0.9067277052362428,0.9756579368255964,0.9422186588668232
48,0.9314426805530904,0.9816247762949928,0.9523008731586585
49,0.8620322433159538,0.9857564219708062,0.8940513930384869
50,0.05115137259906766,0.9822155022993985,0.48139249839569165
51,0.859914529189896,0.9823930617481521,0.9529910727535702
52,0.8162249498379772,0.9785806161257131,0.939705029888022
53,0.925787072816983,0.9784197820375765,0.9429005308042484
54,0.859434218408182,0.9639847159611264,0.9304227043492334
55,0.7959838646138064,0.9771022397890959,0.9104754699894081
56,0.9283249372681065,0.980799302283327,0.9309246487659403
57,0.8776398522524941,0.9644411982038825,0.9139816103628498
58,0.8583639051120754,0.9666762382299152,0.902797435216009
59,0.912565952852073,0.9616190069143865,0.9419340658094182
60,0.8687436447899823,0.949274827629251,0.9072074776874148
61,0.926160989243763,0.9812670003954519,0.9463057262539163
62,0.8606780092431479,0.9776195581852749,0.9336027823268626
63,0.87230697350966,0.9763619873269004,0.8825203763183351
64,0.830873545231165,0.9847449350812404,0.898295151796564
65,0.7014959200345599,0.9533746180632938,0.8553467980695929
66,0.9322043884666847,0.9870535044318578,0.9517105206816745
67,0.8525651659456964,0.9691670259897421,0.9421351942100189
68,0.8559290234837882,0.975338562694949,0.9261107730210637
69,0.8709678145904345,0.9815837503509056,0.9352671485397709
70,0.8409148432366609,0.9772019392060446,0.924443348367119
71,0.8344051935433773,0.9830629967139358,0.844989010455264
72,0.7160316067964354,0.9796790168263015,0.8682961393401181
73,0.700940542862352,0.9629710494516335,0.7334902858762335
74,0.5387265763684737,0.9772725684275476,-0.28124057730515495
75,0.8241019477286645,0.981485123252812,0.911900707410111
76,0.8613972026268053,0.9721027718733233,0.9125237734968229
77,0.6332094910153683,0.9620684274108282,0.7232176360302204
78,0.8473369642932955,0.9705546639413621,0.8934618770487068
79,0.933982062925441,0.9632940143938251,0.9141891133102532
80,0.8159255109932356,0.980330162381485,0.9020010832933194
81,0.8639560928462617,0.9657425822196725,0.9115166276024639
82,0.7894742234151314,0.9492357543511967,0.8764373234094689
83,0.9069250780865373,0.9741407008128468,0.9519546761098762
84,0.7672759734454881,0.9809294451972839,0.879218365859643
85,0.23902491193393594,0.9390042941504014,0.4450806039682731
86,0.8697828571266348,0.9757799536530992,0.8950946608495253
87,0.9238471109228409,0.9767662902095701,0.9435571612471012
88,0.8629531234737468,0.9413206664908346,0.952215220756251
89,0.8963346099303584,0.9844081152458145,0.9182641834445318
90,0.7777044693966358,0.9722368465870885,0.8915693798906292
91,0.9110735424689336,0.9604006509861058,0.9477477600367734
92,0.9599531811718741,0.9799869705298079,0.9682157845822082
93,0.8340330014160454,0.9686382135451335,0.8255928177126123
94,0.8429018755086096,0.9872998614716807,0.9308562406966494
95,0.9221708047283275,0.9777950556449135,0.922623549619203
96,0.864987666064807,0.9680979637052608,0.9170493120179063
97,0.8770487508356777,0.971132951379756,0.8800070932658843
98,0.8749882233450247,0.978375933830634,0.9313238812726947
99,0.8729980663476911,0.9628756516915687,0.9092743976175004
100,0.7780578907812556,0.964504507996908,0.8845951254704042
